data,mes,dia_semana,maquina,tipo_maquina,turno,operador,producao,capacidade_maxima,tempo_parado_min,motivo_parada,temperatura_celsius
24/01/2025,January 2025,Friday,M3,Prensa Hidráulica,Noite,Pedro Santos,121.0,140,0,Sem parada,90.2
22/05/2025,May 2025,Thursday,M2,Fresadora,Tarde,Carlos Silva,166.0,180,0,Sem parada,84.0
19/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Tarde,Pedro Santos,130.0,140,0,Sem parada,84.4
11/02/2025,February 2025,Tuesday,M3,Prensa Hidráulica,Noite,Pedro Santos,146.0,140,0,Sem parada,88.2
03/04/2025,April 2025,Thursday,M5,Solda Robotica,Manhã,Pedro Santos,101.0,120,0,Sem parada,71.1
10/04/2025,April 2025,Thursday,M5,Solda Robotica,Manhã,Ana Souza,107.0,120,0,Sem parada,66.9
19/03/2025,March 2025,Wednesday,M5,Solda Robotica,Manhã,Pedro Santos,121.0,120,50,Falta de insumo,68.4
11/06/2025,June 2025,Wednesday,M4,Injetora,Manhã,João Pereira,192.0,200,0,Sem parada,93.9
29/01/2025,January 2025,Wednesday,M2,Fresadora,Tarde,João Pereira,154.0,180,0,Sem parada,92.5
08/05/2025,May 2025,Thursday,M1,Torno CNC,Manhã,Maria Lima,175.0,160,0,Sem parada,83.4
21/05/2025,May 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Ana Souza,133.0,140,0,Sem parada,95.2
29/01/2025,January 2025,Wednesday,M5,Solda Robotica,Tarde,Maria Lima,110.0,120,0,Sem parada,69.4
14/01/2025,January 2025,Tuesday,M5,Solda Robotica,Noite,Pedro Santos,127.0,120,0,Sem parada,73.1
17/04/2025,April 2025,Thursday,M3,Prensa Hidráulica,Noite,Ana Souza,130.0,140,47,Setup de máquina,97.0
23/04/2025,April 2025,Wednesday,M5,Solda Robotica,Tarde,João Pereira,,120,0,Sem parada,69.7
24/02/2025,February 2025,Monday,M2,Fresadora,Tarde,João Pereira,202.0,180,0,Sem parada,80.8
06/01/2025,January 2025,Monday,M2,Fresadora,Noite,João Pereira,159.0,180,0,Sem parada,82.9
21/05/2025,May 2025,Wednesday,M1,Torno CNC,Noite,Ana Souza,,160,0,Sem parada,68.3
10/03/2025,March 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,132.0,140,33,Manutenção preventiva,103.0
19/03/2025,March 2025,Wednesday,M3,Prensa Hidráulica,Noite,Carlos Silva,128.0,140,0,Sem parada,87.5
08/05/2025,May 2025,Thursday,M5,Solda Robotica,Manhã,Ana Souza,119.0,120,0,Sem parada,67.7
15/04/2025,April 2025,Tuesday,M2,Fresadora,Noite,Ana Souza,170.0,180,0,Sem parada,89.0
18/04/2025,April 2025,Friday,M4,Injetora,Noite,Carlos Silva,175.0,200,0,Sem parada,93.2
13/02/2025,February 2025,Thursday,M2,Fresadora,Noite,Carlos Silva,161.0,180,0,Sem parada,89.4
01/04/2025,April 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,180.0,200,57,Setup de máquina,93.3
03/03/2025,March 2025,Monday,M3,Prensa Hidráulica,Noite,Maria Lima,135.0,140,15,Falha mecânica,90.0
06/02/2025,February 2025,Thursday,M4,Injetora,Manhã,Pedro Santos,200.0,200,0,Sem parada,95.1
18/02/2025,February 2025,Tuesday,M1,Torno CNC,Tarde,Pedro Santos,140.0,160,58,Setup de máquina,85.7
30/01/2025,January 2025,Thursday,M2,Fresadora,Noite,Pedro Santos,175.0,180,0,Sem parada,93.3
02/01/2025,January 2025,Thursday,M2,Fresadora,Tarde,Pedro Santos,160.0,180,0,Sem parada,86.0
05/03/2025,March 2025,Wednesday,M4,Injetora,Manhã,João Pereira,192.0,200,0,Sem parada,90.6
03/01/2025,January 2025,Friday,M2,Fresadora,Noite,João Pereira,185.0,180,0,Sem parada,92.7
26/03/2025,March 2025,Wednesday,M1,Torno CNC,Noite,Maria Lima,136.0,160,0,Sem parada,67.1
19/03/2025,March 2025,Wednesday,M1,Torno CNC,Noite,Ana Souza,164.0,160,0,Sem parada,73.5
12/06/2025,June 2025,Thursday,M1,Torno CNC,Manhã,Carlos Silva,156.0,160,0,Sem parada,62.0
07/02/2025,February 2025,Friday,M1,Torno CNC,Noite,Maria Lima,173.0,160,0,Sem parada,67.6
27/03/2025,March 2025,Thursday,M2,Fresadora,Noite,Maria Lima,178.0,180,0,Sem parada,75.6
19/02/2025,February 2025,Wednesday,M5,Solda Robotica,Manhã,Carlos Silva,129.0,120,0,Sem parada,67.5
12/03/2025,March 2025,Wednesday,M3,Prensa Hidráulica,Noite,Pedro Santos,156.0,140,0,Sem parada,93.2
09/04/2025,April 2025,Wednesday,M5,Solda Robotica,Manhã,Pedro Santos,113.0,120,28,Manutenção preventiva,72.7
22/04/2025,April 2025,Tuesday,m5,Solda Robotica,Noite,Pedro Santos,121.0,120,0,Sem parada,70.3
23/01/2025,January 2025,Thursday,M2,Fresadora,Noite,Pedro Santos,179.0,180,0,Sem parada,92.4
13/05/2025,May 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Ana Souza,157.0,140,0,Sem parada,88.6
16/04/2025,April 2025,Wednesday,M1,Torno CNC,Noite,Maria Lima,143.0,160,0,Sem parada,76.8
14/03/2025,March 2025,Friday,M2,Fresadora,Tarde,Carlos Silva,157.0,180,0,Sem parada,82.4
27/06/2025,June 2025,Friday,M4,Injetora,Noite,Carlos Silva,216.0,200,0,Sem parada,87.9
14/02/2025,February 2025,Friday,M4,Injetora,Manhã,João Pereira,174.0,200,0,Sem parada,98.8
15/01/2025,January 2025,Wednesday,M2,Fresadora,Tarde,João Pereira,187.0,180,0,Sem parada,84.0
01/04/2025,April 2025,Tuesday,M1,Torno CNC,Tarde,Maria Lima,146.0,160,0,Sem parada,76.2
20/03/2025,March 2025,Thursday,M5,Solda Robotica,Tarde,Maria Lima,126.0,120,0,Sem parada,79.5
02/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Manhã,João Pereira,140.0,140,0,Sem parada,97.1
27/02/2025,February 2025,Thursday,M4,Injetora,Tarde,Carlos Silva,205.0,200,0,Sem parada,99.2
05/03/2025,March 2025,Wednesday,M4,Injetora,Tarde,Pedro Santos,197.0,200,0,Sem parada,103.6
21/05/2025,May 2025,Wednesday,M4,Injetora,Noite,Pedro Santos,193.0,200,0,Sem parada,100.8
21/02/2025,February 2025,Friday,M5,Solda Robotica,Noite,João Pereira,114.0,120,43,Manutenção preventiva,73.5
23/06/2025,June 2025,Monday,M1,Torno CNC,Manhã,,166.0,160,0,Sem parada,79.2
02/01/2025,January 2025,Thursday,M1,Torno CNC,Noite,Ana Souza,170.0,160,0,Sem parada,108.9
13/01/2025,January 2025,Monday,M3,Prensa Hidráulica,Tarde,João Pereira,122.0,140,0,Sem parada,87.6
06/05/2025,May 2025,Tuesday,M4,Injetora,Noite,Ana Souza,199.0,200,0,Sem parada,94.3
30/04/2025,April 2025,Wednesday,M2,Fresadora,Tarde,Ana Souza,184.0,180,0,Sem parada,89.6
26/06/2025,June 2025,Thursday,M5,Solda Robotica,Tarde,Carlos Silva,120.0,120,0,Sem parada,60.2
27/03/2025,March 2025,Thursday,M5,Solda Robotica,Manhã,Pedro Santos,129.0,120,0,Sem parada,66.6
02/04/2025,April 2025,Wednesday,M2,Fresadora,Noite,Pedro Santos,179.0,180,0,Sem parada,86.4
26/06/2025,June 2025,Thursday,M4,Injetora,Manhã,João Pereira,184.0,200,0,Sem parada,89.9
17/01/2025,January 2025,Friday,M4,Injetora,Tarde,Maria Lima,186.0,200,0,Sem parada,92.0
16/04/2025,April 2025,Wednesday,M5,Solda Robotica,Noite,Carlos Silva,126.0,120,0,Sem parada,72.3
03/04/2025,April 2025,Thursday,M1,Torno CNC,Noite,Pedro Santos,172.0,160,0,Sem parada,77.6
26/06/2025,June 2025,Thursday,M1,Torno CNC,Manhã,Maria Lima,158.0,160,0,Sem parada,73.4
30/05/2025,May 2025,Friday,M1,Torno CNC,Manhã,Carlos Silva,175.0,160,0,Sem parada,69.1
26/02/2025,February 2025,Wednesday,M3,Prensa Hidráulica,Manhã,João Pereira,131.0,140,0,Sem parada,94.5
17/01/2025,January 2025,Friday,M1,Torno CNC,Manhã,Carlos Silva,166.0,160,0,Sem parada,82.7
29/01/2025,January 2025,Wednesday,M1,Torno CNC,Tarde,Carlos Silva,171.0,160,0,Sem parada,51.8
17/02/2025,February 2025,Monday,M1,Torno CNC,Tarde,Maria Lima,156.0,160,0,Sem parada,71.6
03/06/2025,June 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,122.0,140,0,Sem parada,97.5
04/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Ana Souza,163.0,140,0,Sem parada,84.9
30/05/2025,May 2025,Friday,M2,Fresadora,Noite,Pedro Santos,164.0,180,0,Sem parada,88.8
28/05/2025,May 2025,Wednesday,M5,Solda Robotica,Manhã,Carlos Silva,110.0,120,0,Sem parada,66.2
18/02/2025,February 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Maria Lima,134.0,140,0,Sem parada,97.9
27/06/2025,June 2025,Friday,M5,Solda Robotica,Noite,João Pereira,110.0,120,0,Sem parada,68.4
10/04/2025,April 2025,Thursday,M2,Fresadora,Tarde,Pedro Santos,149.0,180,36,Falha mecânica,77.7
13/02/2025,February 2025,Thursday,M4,Injetora,Noite,Pedro Santos,179.0,200,0,Sem parada,102.2
15/01/2025,January 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,140.0,140,43,Falta de insumo,90.1
25/04/2025,April 2025,Friday,M5,Solda Robotica,Tarde,Pedro Santos,110.0,120,25,Manutenção preventiva,69.8
22/04/2025,April 2025,Tuesday,M4,Injetora,Tarde,João Pereira,170.0,200,0,Sem parada,90.4
02/01/2025,January 2025,Thursday,M1,Torno CNC,Tarde,João Pereira,142.0,160,53,Falha mecânica,69.7
23/05/2025,May 2025,Friday,M2,Fresadora,Noite,Pedro Santos,161.0,180,0,Sem parada,93.5
10/04/2025,April 2025,Thursday,M3,Prensa Hidráulica,Tarde,Pedro Santos,137.0,140,0,Sem parada,97.4
27/06/2025,June 2025,Friday,M1,Torno CNC,Tarde,João Pereira,149.0,160,0,Sem parada,75.5
20/02/2025,February 2025,Thursday,M3,Prensa Hidráulica,Manhã,Carlos Silva,135.0,140,40,Setup de máquina,90.3
23/05/2025,May 2025,Friday,M4,Injetora,Manhã,Ana Souza,203.0,200,0,Sem parada,93.8
03/03/2025,March 2025,Monday,M5,Solda Robotica,Tarde,João Pereira,101.0,120,37,Falha mecânica,68.5
28/05/2025,May 2025,Wednesday,M1,Torno CNC,Manhã,Ana Souza,170.0,160,0,Sem parada,73.2
04/04/2025,April 2025,Friday,M5,Solda Robotica,Noite,Pedro Santos,115.0,120,16,Manutenção preventiva,61.2
30/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Manhã,Pedro Santos,155.0,140,0,Sem parada,93.5
21/05/2025,May 2025,Wednesday,M2,Fresadora,Tarde,Ana Souza,195.0,180,0,Sem parada,82.6
31/03/2025,March 2025,Monday,M5,Solda Robotica,Noite,João Pereira,118.0,120,0,Sem parada,67.6
19/06/2025,June 2025,Thursday,M2,Fresadora,Noite,Pedro Santos,172.0,180,0,Sem parada,84.1
27/01/2025,January 2025,Monday,M5,Solda Robotica,Tarde,Carlos Silva,100.0,120,0,Sem parada,65.0
17/03/2025,March 2025,Monday,M1,Torno CNC,Noite,Ana Souza,129.0,160,0,Sem parada,70.0
28/05/2025,May 2025,Wednesday,M1,Torno CNC,Tarde,Carlos Silva,122.0,160,0,Sem parada,73.1
22/01/2025,January 2025,Wednesday,M1,Torno CNC,Manhã,Pedro Santos,159.0,160,0,Sem parada,79.8
02/01/2025,January 2025,Thursday,M4,Injetora,Noite,Maria Lima,189.0,200,0,Sem parada,98.1
13/06/2025,June 2025,Friday,M1,Torno CNC,Tarde,Pedro Santos,181.0,160,0,Sem parada,66.3
11/02/2025,February 2025,Tuesday,M1,Torno CNC,Noite,Maria Lima,159.0,160,0,Sem parada,84.0
25/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Noite,João Pereira,129.0,140,0,Sem parada,96.5
09/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Noite,Maria Lima,137.0,140,-3,Sem parada,88.8
22/01/2025,January 2025,Wednesday,M2,Fresadora,Tarde,Pedro Santos,172.0,180,0,Sem parada,79.0
03/01/2025,January 2025,Friday,M3,Prensa Hidráulica,Tarde,João Pereira,110.0,140,0,Sem parada,94.1
11/03/2025,March 2025,Tuesday,M5,Solda Robotica,Noite,João Pereira,129.0,120,0,Sem parada,73.0
08/04/2025,April 2025,Tuesday,M4,Injetora,Tarde,Carlos Silva,205.0,200,0,Sem parada,96.5
12/05/2025,May 2025,Monday,M2,Fresadora,Manhã,Carlos Silva,188.0,180,0,Sem parada,76.1
13/02/2025,February 2025,Thursday,M2,Fresadora,Tarde,João Pereira,183.0,180,0,Sem parada,82.2
03/06/2025,June 2025,Tuesday,M2,Fresadora,Tarde,Ana Souza,181.0,180,0,Sem parada,87.8
26/06/2025,June 2025,Thursday,M5,Solda Robotica,Manhã,Pedro Santos,111.0,120,0,Sem parada,72.6
05/03/2025,March 2025,Wednesday,M5,Solda Robotica,Manhã,João Pereira,134.0,120,0,Sem parada,69.0
17/06/2025,June 2025,Tuesday,M1,Torno CNC,Manhã,Pedro Santos,156.0,160,0,Sem parada,81.6
28/02/2025,February 2025,Friday,M4,Injetora,Manhã,Pedro Santos,203.0,200,0,Sem parada,93.5
04/06/2025,June 2025,Wednesday,M4,Injetora,Manhã,Pedro Santos,217.0,200,0,Sem parada,106.6
24/04/2025,April 2025,Thursday,M2,Fresadora,Manhã,Ana Souza,178.0,180,0,Sem parada,89.1
18/04/2025,April 2025,Friday,M2,Fresadora,Manhã,João Pereira,192.0,180,0,Sem parada,81.9
13/05/2025,May 2025,Tuesday,M2,Fresadora,Noite,Maria Lima,155.0,180,0,Sem parada,80.4
22/05/2025,May 2025,Thursday,M5,Solda Robotica,Manhã,Maria Lima,136.0,120,0,Sem parada,65.7
29/05/2025,May 2025,Thursday,M5,Solda Robotica,Noite,Maria Lima,128.0,120,-3,Sem parada,72.3
01/05/2025,May 2025,Thursday,M4,Injetora,Tarde,Carlos Silva,150.0,200,54,Setup de máquina,98.1
13/06/2025,June 2025,Friday,M4,Injetora,Tarde,Ana Souza,223.0,200,0,Sem parada,104.3
17/03/2025,March 2025,Monday,M2,Fresadora,Noite,Pedro Santos,177.0,180,0,Sem parada,91.9
15/01/2025,January 2025,Wednesday,M4,Injetora,Tarde,João Pereira,190.0,200,27,Manutenção preventiva,98.0
31/03/2025,March 2025,Monday,M4,Injetora,Noite,Ana Souza,193.0,200,38,Manutenção preventiva,97.5
22/04/2025,April 2025,Tuesday,M1,Torno CNC,Tarde,Carlos Silva,162.0,160,0,Sem parada,117.5
18/03/2025,March 2025,Tuesday,M4,Injetora,Noite,Maria Lima,198.0,200,0,Sem parada,97.3
02/06/2025,June 2025,Monday,M4,Injetora,Manhã,João Pereira,218.0,200,0,Sem parada,102.2
24/03/2025,March 2025,Monday,M3,Prensa Hidráulica,Tarde,Maria Lima,,140,28,Falha mecânica,96.9
26/03/2025,March 2025,Wednesday,M5,Solda Robotica,Tarde,Ana Souza,102.0,120,33,Setup de máquina,77.1
15/01/2025,January 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,159.0,160,0,Sem parada,75.6
16/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Noite,Ana Souza,147.0,140,-2,Sem parada,90.6
10/06/2025,June 2025,Tuesday,M4,Injetora,Tarde,Maria Lima,202.0,200,0,Sem parada,91.9
17/02/2025,February 2025,Monday,M5,Solda Robotica,Noite,Ana Souza,116.0,120,0,Sem parada,72.1
16/04/2025,April 2025,Wednesday,M4,Injetora,Tarde,Ana Souza,205.0,200,0,Sem parada,92.6
28/04/2025,April 2025,Monday,M2,Fresadora,Noite,Carlos Silva,188.0,180,0,Sem parada,89.8
30/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Tarde,Carlos Silva,143.0,140,0,Sem parada,85.1
09/01/2025,January 2025,Thursday,M5,Solda Robotica,Tarde,Pedro Santos,124.0,120,0,Sem parada,72.6
15/05/2025,May 2025,Thursday,M2,Fresadora,Noite,Maria Lima,182.0,180,0,Sem parada,74.3
15/05/2025,May 2025,Thursday,M2,Fresadora,Manhã,Ana Souza,172.0,180,0,Sem parada,91.9
25/02/2025,February 2025,Tuesday,M1,Torno CNC,Tarde,Ana Souza,161.0,160,0,Sem parada,74.7
10/06/2025,June 2025,Tuesday,M1,Torno CNC,Noite,Carlos Silva,137.0,160,0,Sem parada,80.3
17/04/2025,April 2025,Thursday,M2,Fresadora,Manhã,Ana Souza,191.0,180,0,Sem parada,83.7
06/01/2025,January 2025,Monday,M3,Prensa Hidráulica,Noite,João Pereira,161.0,140,0,Sem parada,90.9
15/01/2025,January 2025,Wednesday,M1,Torno CNC,Tarde,João Pereira,169.0,160,0,Sem parada,78.1
06/02/2025,February 2025,Thursday,M5,Solda Robotica,Tarde,Pedro Santos,122.0,120,0,Sem parada,67.6
25/06/2025,June 2025,Wednesday,M2,Fresadora,Manhã,Carlos Silva,181.0,180,0,Sem parada,95.2
20/01/2025,January 2025,Monday,M5,Solda Robotica,Manhã,Carlos Silva,123.0,120,0,Sem parada,66.3
20/06/2025,June 2025,Friday,M2,Fresadora,Manhã,Maria Lima,190.0,180,0,Sem parada,88.0
15/04/2025,April 2025,Tuesday,m5,Solda Robotica,Manhã,Ana Souza,135.0,120,0,Sem parada,70.5
06/06/2025,June 2025,Friday,M5,Solda Robotica,Noite,Carlos Silva,128.0,120,0,Sem parada,70.7
01/01/2025,January 2025,Wednesday,M3,Prensa Hidráulica,Noite,Ana Souza,128.0,140,0,Sem parada,91.6
04/04/2025,April 2025,Friday,M4,Injetora,Manhã,Carlos Silva,187.0,200,38,Falha mecânica,92.5
11/06/2025,June 2025,Wednesday,M5,Solda Robotica,Noite,Ana Souza,131.0,120,0,Sem parada,76.9
09/04/2025,April 2025,Wednesday,M4,Injetora,Tarde,Maria Lima,238.0,200,0,Sem parada,98.9
12/02/2025,February 2025,Wednesday,M1,Torno CNC,Noite,João Pereira,162.0,160,0,Sem parada,75.2
23/01/2025,January 2025,Thursday,M5,Solda Robotica,Tarde,João Pereira,114.0,120,0,Sem parada,65.7
05/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Tarde,Maria Lima,132.0,140,0,Sem parada,94.3
25/03/2025,March 2025,Tuesday,M4,Injetora,Noite,João Pereira,197.0,200,0,Sem parada,98.4
12/06/2025,June 2025,Thursday,M2,Fresadora,Tarde,Carlos Silva,166.0,180,0,Sem parada,77.0
24/03/2025,March 2025,Monday,M4,Injetora,Tarde,Maria Lima,226.0,200,0,Sem parada,98.7
29/05/2025,May 2025,Thursday,M2,Fresadora,Noite,João Pereira,174.0,180,0,Sem parada,88.6
19/06/2025,June 2025,Thursday,M5,Solda Robotica,Manhã,Pedro Santos,121.0,120,0,Sem parada,71.8
27/02/2025,February 2025,Thursday,M3,Prensa Hidráulica,Noite,Carlos Silva,140.0,140,0,Sem parada,86.2
03/02/2025,February 2025,Monday,M1,Torno CNC,Manhã,Pedro Santos,155.0,160,0,Sem parada,80.8
03/06/2025,June 2025,Tuesday,M5,Solda Robotica,Noite,Pedro Santos,108.0,120,0,Sem parada,75.7
24/01/2025,January 2025,Friday,M3,Prensa Hidráulica,Tarde,João Pereira,130.0,140,5,Falta de insumo,81.0
05/05/2025,May 2025,Monday,M1,Torno CNC,Tarde,Pedro Santos,149.0,160,0,Sem parada,71.7
14/05/2025,May 2025,Wednesday,M5,Solda Robotica,Tarde,Ana Souza,111.0,120,0,Sem parada,66.7
15/01/2025,January 2025,Wednesday,M1,Torno CNC,Manhã,Carlos Silva,149.0,160,0,Sem parada,72.2
13/02/2025,February 2025,Thursday,M3,Prensa Hidráulica,Tarde,Pedro Santos,149.0,140,34,Falha mecânica,84.6
28/02/2025,February 2025,Friday,M4,Injetora,Tarde,João Pereira,202.0,200,0,Sem parada,94.2
27/06/2025,June 2025,Friday,M5,Solda Robotica,Manhã,Carlos Silva,110.0,120,0,Sem parada,68.0
19/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Manhã,,126.0,140,8,Setup de máquina,89.8
20/02/2025,February 2025,Thursday,M4,Injetora,Tarde,Maria Lima,215.0,200,0,Sem parada,80.5
27/03/2025,March 2025,Thursday,M5,Solda Robotica,Tarde,Maria Lima,133.0,120,0,Sem parada,68.7
14/02/2025,February 2025,Friday,M3,Prensa Hidráulica,Noite,Pedro Santos,134.0,140,0,Sem parada,77.9
12/06/2025,June 2025,Thursday,M5,Solda Robotica,Noite,João Pereira,121.0,120,11,Falta de insumo,67.3
21/04/2025,April 2025,Monday,M1,Torno CNC,Tarde,Ana Souza,166.0,160,0,Sem parada,72.4
14/01/2025,January 2025,Tuesday,M4,Injetora,Noite,Ana Souza,190.0,200,0,Sem parada,99.2
04/06/2025,June 2025,Wednesday,M1,Torno CNC,Tarde,Maria Lima,162.0,160,0,Sem parada,69.9
24/06/2025,June 2025,Tuesday,M2,Fresadora,Tarde,João Pereira,162.0,180,0,Sem parada,73.4
06/02/2025,February 2025,Thursday,M5,Solda Robotica,Manhã,Pedro Santos,115.0,120,0,Sem parada,68.5
31/03/2025,March 2025,Monday,M4,Injetora,Manhã,Maria Lima,180.0,200,0,Sem parada,95.7
19/06/2025,June 2025,Thursday,M1,Torno CNC,Tarde,Pedro Santos,156.0,160,-1,Sem parada,78.7
03/03/2025,March 2025,Monday,M5,Solda Robotica,Noite,Ana Souza,114.0,120,0,Sem parada,69.1
08/05/2025,May 2025,Thursday,M3,Prensa Hidráulica,Tarde,João Pereira,111.0,140,-2,Sem parada,88.5
12/02/2025,February 2025,Wednesday,M5,Solda Robotica,Tarde,João Pereira,114.0,120,0,Sem parada,71.9
06/05/2025,May 2025,Tuesday,M5,Solda Robotica,Noite,João Pereira,125.0,120,-4,Sem parada,76.6
17/01/2025,January 2025,Friday,M3,Prensa Hidráulica,Manhã,Maria Lima,,140,0,Sem parada,94.8
17/04/2025,April 2025,Thursday,M3,Prensa Hidráulica,Tarde,Maria Lima,130.0,140,0,Sem parada,92.6
24/04/2025,April 2025,Thursday,M4,Injetora,Manhã,Pedro Santos,187.0,200,0,Sem parada,91.5
26/02/2025,February 2025,Wednesday,M3,Prensa Hidráulica,Noite,João Pereira,132.0,140,0,Sem parada,91.4
14/01/2025,January 2025,Tuesday,M3,Prensa Hidráulica,Noite,Ana Souza,138.0,140,0,Sem parada,92.9
12/03/2025,March 2025,Wednesday,M1,Torno CNC,Tarde,Pedro Santos,147.0,160,5,Falta de insumo,75.0
23/05/2025,May 2025,Friday,M2,Fresadora,Tarde,Maria Lima,183.0,180,0,Sem parada,88.5
02/04/2025,April 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Maria Lima,145.0,140,0,Sem parada,93.2
20/01/2025,January 2025,Monday,M1,Torno CNC,Noite,Ana Souza,175.0,160,0,Sem parada,72.7
02/06/2025,June 2025,Monday,M5,Solda Robotica,Tarde,Ana Souza,111.0,120,0,Sem parada,68.1
24/03/2025,March 2025,Monday,M5,Solda Robotica,Tarde,Carlos Silva,130.0,120,36,Manutenção preventiva,69.1
27/01/2025,January 2025,Monday,M4,Injetora,Manhã,Pedro Santos,206.0,200,0,Sem parada,92.9
28/01/2025,January 2025,Tuesday,M3,Prensa Hidráulica,Noite,João Pereira,134.0,140,0,Sem parada,85.8
13/06/2025,June 2025,Friday,M4,Injetora,Noite,Ana Souza,198.0,200,0,Sem parada,88.8
06/02/2025,February 2025,Thursday,M4,Injetora,Tarde,Ana Souza,215.0,200,0,Sem parada,92.4
13/01/2025,January 2025,Monday,M1,Torno CNC,Noite,Maria Lima,128.0,160,53,Manutenção preventiva,73.3
23/04/2025,April 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,151.0,140,0,Sem parada,91.4
20/01/2025,January 2025,Monday,M3,Prensa Hidráulica,Tarde,Carlos Silva,134.0,140,0,Sem parada,93.1
16/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Tarde,Pedro Santos,141.0,140,0,Sem parada,91.3
19/03/2025,March 2025,Wednesday,M4,Injetora,Tarde,Pedro Santos,196.0,200,0,Sem parada,93.2
23/01/2025,January 2025,Thursday,M3,Prensa Hidráulica,Manhã,Maria Lima,140.0,140,0,Sem parada,85.7
14/05/2025,May 2025,Wednesday,M5,Solda Robotica,Noite,Maria Lima,122.0,120,0,Sem parada,69.1
20/06/2025,June 2025,Friday,M4,Injetora,Manhã,Maria Lima,219.0,200,0,Sem parada,94.6
19/06/2025,June 2025,Thursday,M2,Fresadora,Tarde,Carlos Silva,178.0,180,0,Sem parada,87.3
17/04/2025,April 2025,Thursday,M5,Solda Robotica,Tarde,João Pereira,125.0,120,0,Sem parada,69.1
04/06/2025,June 2025,Wednesday,M4,Injetora,Noite,Carlos Silva,175.0,200,0,Sem parada,96.3
14/05/2025,May 2025,Wednesday,M1,Torno CNC,Tarde,Pedro Santos,145.0,160,0,Sem parada,76.1
05/02/2025,February 2025,Wednesday,M4,Injetora,Manhã,Ana Souza,189.0,200,0,Sem parada,104.1
09/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Tarde,Pedro Santos,134.0,140,35,Setup de máquina,77.3
20/03/2025,March 2025,Thursday,M5,Solda Robotica,Noite,Carlos Silva,118.0,120,0,Sem parada,65.1
28/05/2025,May 2025,Wednesday,M5,Solda Robotica,Noite,Carlos Silva,129.0,120,0,Sem parada,72.6
21/01/2025,January 2025,Tuesday,M4,Injetora,Manhã,Maria Lima,172.0,200,0,Sem parada,94.7
28/02/2025,February 2025,Friday,M4,Injetora,Noite,Maria Lima,211.0,200,0,Sem parada,99.8
01/01/2025,January 2025,Wednesday,M1,Torno CNC,Tarde,Carlos Silva,168.0,160,0,Sem parada,82.6
10/01/2025,January 2025,Friday,M3,Prensa Hidráulica,Tarde,João Pereira,134.0,140,0,Sem parada,95.4
06/03/2025,March 2025,Thursday,M3,Prensa Hidráulica,Noite,Pedro Santos,124.0,140,0,Sem parada,85.1
23/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Manhã,Pedro Santos,129.0,140,0,Sem parada,85.8
31/03/2025,March 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,153.0,140,0,Sem parada,91.8
03/06/2025,June 2025,Tuesday,M5,Solda Robotica,Tarde,João Pereira,136.0,120,0,Sem parada,65.3
03/06/2025,June 2025,Tuesday,M1,Torno CNC,Tarde,Ana Souza,171.0,160,0,Sem parada,78.6
06/06/2025,June 2025,Friday,M5,Solda Robotica,Tarde,João Pereira,112.0,120,0,Sem parada,70.4
13/05/2025,May 2025,Tuesday,M1,Torno CNC,Manhã,Carlos Silva,147.0,160,27,Falha mecânica,79.2
12/05/2025,May 2025,Monday,M5,Solda Robotica,Noite,Pedro Santos,123.0,120,0,Sem parada,60.4
23/05/2025,May 2025,Friday,M2,Fresadora,Manhã,Pedro Santos,205.0,180,0,Sem parada,85.1
01/05/2025,May 2025,Thursday,M1,Torno CNC,Tarde,João Pereira,159.0,160,0,Sem parada,81.1
16/06/2025,June 2025,Monday,M4,Injetora,Tarde,Carlos Silva,203.0,200,0,Sem parada,91.2
11/02/2025,February 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Pedro Santos,118.0,140,56,Falha mecânica,95.2
22/05/2025,May 2025,Thursday,M2,Fresadora,Noite,Carlos Silva,188.0,180,0,Sem parada,85.8
16/04/2025,April 2025,Wednesday,M4,Injetora,Noite,Ana Souza,189.0,200,0,Sem parada,95.2
